id,rating_agency_name,file_creating_date,issued_paid,rating,rating_action_date,rating_action_class,obligor_sec_category,obligor_name,Ticker
1604,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,2/13/2017,UP,Corporate,Terex Corp,TEX
1605,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,11/17/2011,DG,Corporate,Terex Corp,TEX
1606,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,6/25/2010,HS,Corporate,Terex Corp,TEX
1616,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,4/27/2016,UP,Corporate,Texas Instruments Inc,TXN
1617,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,5/27/2011,HS,Corporate,Texas Instruments Inc,TXN
1620,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,Innoviva Inc,PODD
1621,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B-,5/3/2010,HS,Corporate,Innoviva Inc,PODD
1622,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,11/30/2018,WO,Corporate,Thermo Fisher Scientific Inc,TMO
1623,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,5/8/2013,DG,Corporate,Thermo Fisher Scientific Inc,TMO
1624,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,5/26/2011,DG,Corporate,Thermo Fisher Scientific Inc,TMO
1625,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,11/18/2010,DG,Corporate,Thermo Fisher Scientific Inc,TMO
1626,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA,11/18/2009,HS,Corporate,Thermo Fisher Scientific Inc,TMO
1633,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,Thoratec Corp,THOR
1634,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,1/11/2010,HS,Corporate,Thoratec Corp,THOR
1635,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,10/31/2017,WO,Corporate,Time Warner Inc,TWC
1636,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,11/18/2009,HS,Corporate,Time Warner Inc,TWC
1641,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,5/24/2010,HS,Corporate,Toll Brothers Inc,TOL
1647,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/24/2015,WO,Corporate,Toyota Motor Corp,TM
1648,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,2/15/2012,DG,Corporate,Toyota Motor Corp,TM
1649,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,9/9/2010,HS,Corporate,Toyota Motor Corp,TM
1652,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,10/22/2015,WO,Corporate,TransCanada Corp,TRP
1653,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,10/21/2010,HS,Corporate,TransCanada Corp,TRP
1657,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/27/2014,WO,Corporate,Halcon Resources Corp,HAL
1658,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B-,10/3/2013,HS,Corporate,Halcon Resources Corp,HAL
1661,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,Triumph Group Inc,TGI
1662,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,10/22/2010,HS,Corporate,Triumph Group Inc,TGI
1663,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,9/16/2014,WO,Corporate,TRW Automotive Holdings Corp,TRW
1664,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,12/15/2010,UP,Corporate,TRW Automotive Holdings Corp,TRW
1665,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,6/15/2010,HS,Corporate,TRW Automotive Holdings Corp,TRW
1670,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/8/2018,WO,Corporate,Tyson Foods Inc,TSN
1671,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,5/31/2018,UP,Corporate,Tyson Foods Inc,TSN
1672,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,8/14/2013,UP,Corporate,Tyson Foods Inc,TSN
1673,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,8/19/2010,HS,Corporate,Tyson Foods Inc,TSN
1679,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/25/2018,WO,Corporate,Unilever PLC,UL
1680,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,8/19/2010,HS,Corporate,Unilever PLC,UL
1681,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,6/8/2018,DG,Corporate,Union Pacific Corp,UNP
1682,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,8/6/2014,UP,Corporate,Union Pacific Corp,UNP
1683,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,6/22/2010,UP,Corporate,Union Pacific Corp,UNP
1684,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,11/18/2009,HS,Corporate,Union Pacific Corp,UNP
1685,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/1/2018,WO,Corporate,Penske Automotive Group Inc,PAG
1686,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,12/18/2014,UP,Corporate,Penske Automotive Group Inc,PAG
1687,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,5/20/2013,UP,Corporate,Penske Automotive Group Inc,PAG
1688,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,6/15/2010,HS,Corporate,Penske Automotive Group Inc,PAG
1689,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,9/15/2017,NW,Corporate,UDR Inc,UDR
1690,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,1/16/2013,WO,Corporate,UDR Inc,UDR
1691,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,6/20/2011,HS,Corporate,UDR Inc,UDR
1692,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/18/2018,WO,Corporate,United Parcel Service Inc,USM
1693,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,3/18/2011,UP,Corporate,United Parcel Service Inc,USM
1694,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,11/18/2009,HS,Corporate,United Parcel Service Inc,USM
1695,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,9/18/2015,WO,Corporate,United States Cellular Corp,X
1696,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,3/11/2015,DG,Corporate,United States Cellular Corp,X
1697,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,9/16/2010,HS,Corporate,United States Cellular Corp,X
1698,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,11/19/2018,UP,Corporate,United States Steel Corp,UTX
1699,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B,12/4/2015,DG,Corporate,United States Steel Corp,UTX
1700,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,11/28/2011,DG,Corporate,United States Steel Corp,UTX
1701,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,7/19/2010,HS,Corporate,United States Steel Corp,UTX
1709,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B,12/11/2014,DG,Corporate,Sprint Corp,S
1710,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,10/19/2012,UP,Corporate,Sprint Corp,S
1711,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,10/11/2011,DG,Corporate,Sprint Corp,S
1712,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,11/18/2009,HS,Corporate,Sprint Corp,S
1723,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/1/2014,WO,Corporate,Regency Energy Partners LP,RF
1724,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,5/3/2013,DG,Corporate,Regency Energy Partners LP,RF
1725,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,9/23/2010,HS,Corporate,Regency Energy Partners LP,RF
1732,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,EXCO Resources Inc,EXC
1733,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,9/30/2010,HS,Corporate,EXCO Resources Inc,EXC
1734,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/16/2013,WO,Corporate,Loblaw Companies Ltd,LMT
1735,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,9/24/2010,HS,Corporate,Loblaw Companies Ltd,LMT
1736,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,6/28/2017,UP,Corporate,Teck Resources Ltd,TE
1737,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,10/20/2015,DG,Corporate,Teck Resources Ltd,TE
1738,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,3/15/2013,DG,Corporate,Teck Resources Ltd,TE
1739,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,2/25/2011,UP,Corporate,Teck Resources Ltd,TE
1740,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,9/10/2010,HS,Corporate,Teck Resources Ltd,TE
1747,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,First Quantum Minerals Ltd,FE
1748,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,6/17/2010,HS,Corporate,First Quantum Minerals Ltd,FE
1753,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,9/16/2015,DG,Corporate,Biogen Inc,BIIB
1754,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,4/25/2011,HS,Corporate,Biogen Inc,BIIB
1760,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,"Mueller Water Products, Inc.",MUR
1761,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B-,9/30/2010,HS,Corporate,"Mueller Water Products, Inc.",MUR
1762,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,2/19/2013,UP,Corporate,Hanesbrands Inc,HOG
1763,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,5/13/2010,HS,Corporate,Hanesbrands Inc,HOG
1764,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,10/1/2013,WO,Corporate,Leidos Holdings Inc,LDOS
1765,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,12/20/2011,DG,Corporate,Leidos Holdings Inc,LDOS
1766,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,6/2/2011,HS,Corporate,Leidos Holdings Inc,LDOS
1767,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/1/2018,WO,Corporate,Spirit AeroSystems Holdings Inc,SPR
1768,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,3/28/2017,UP,Corporate,Spirit AeroSystems Holdings Inc,SPR
1769,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,3/24/2016,UP,Corporate,Spirit AeroSystems Holdings Inc,SPR
1770,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,5/7/2015,UP,Corporate,Spirit AeroSystems Holdings Inc,SPR
1771,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,11/15/2012,DG,Corporate,Spirit AeroSystems Holdings Inc,SPR
1772,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,10/22/2010,HS,Corporate,Spirit AeroSystems Holdings Inc,SPR
1773,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/23/2018,WO,Corporate,DCT Industrial Trust Inc,DE
1774,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,8/22/2018,UP,Corporate,DCT Industrial Trust Inc,DE
1775,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,10/17/2017,HS,Corporate,DCT Industrial Trust Inc,DE
1782,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,9/29/2015,WO,Corporate,Tesco PLC,TESO
1783,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,12/22/2010,HS,Corporate,Tesco PLC,TESO
1787,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,10/29/2013,WO,Corporate,Targa Resources Partners LP,NGLS
1788,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,10/8/2010,HS,Corporate,Targa Resources Partners LP,NGLS
1791,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/1/2014,WO,Corporate,Cheniere Energy Partners LP,CHK
1792,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,10/4/2013,HS,Corporate,Cheniere Energy Partners LP,CHK
1795,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,Cinemark Holdings Inc,CTAS
1796,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,1/24/2011,UP,Corporate,Cinemark Holdings Inc,CTAS
1797,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,5/26/2010,HS,Corporate,Cinemark Holdings Inc,CTAS
1798,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,Continental Resources Inc,CVG
1799,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,12/3/2010,HS,Corporate,Continental Resources Inc,CVG
1800,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,4/2/2015,WO,Corporate,Insulet Corp,INTC
1801,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B-,7/5/2011,UP,Corporate,Insulet Corp,INTC
1802,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,CCC,5/12/2010,HS,Corporate,Insulet Corp,INTC
1803,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,1/28/2015,WO,Corporate,Covidien PLC,CR
1804,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,10/15/2014,DG,Corporate,Covidien PLC,CR
1805,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,11/18/2009,HS,Corporate,Covidien PLC,CR
1806,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,9/18/2013,WO,Corporate,Polypore International Inc,PPO
1807,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,8/12/2010,HS,Corporate,Polypore International Inc,PPO
1808,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/14/2018,WO,Corporate,TE Connectivity Ltd,TECD
1809,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,7/28/2010,HS,Corporate,TE Connectivity Ltd,TECD
1810,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,12/19/2017,UP,Corporate,Concho Resources Inc,COP
1811,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,4/17/2013,HS,Corporate,Concho Resources Inc,COP
1812,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/22/2014,WO,Corporate,American Water Works Co Inc,AWK
1813,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,11/8/2010,HS,Corporate,American Water Works Co Inc,AWK
1816,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/11/2018,WO,Corporate,Merck KGaA,MTOR
1817,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,10/15/2014,DG,Corporate,Merck KGaA,MTOR
1818,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,12/6/2013,UP,Corporate,Merck KGaA,MTOR
1819,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,6/4/2010,HS,Corporate,Merck KGaA,MTOR
1820,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/24/2015,WO,Corporate,Linde AG,LLTC
1821,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,1/9/2013,UP,Corporate,Linde AG,LLTC
1822,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,9/9/2010,HS,Corporate,Linde AG,LLTC
1823,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,4/2/2015,WO,Corporate,K+S AG,KSU
1824,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,8/22/2013,DG,Corporate,K+S AG,KSU
1825,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,7/3/2013,HS,Corporate,K+S AG,KSU
1830,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/28/2014,WO,Corporate,SandRidge Energy Inc,SD
1831,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,5/22/2014,UP,Corporate,SandRidge Energy Inc,SD
1832,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B-,4/18/2013,HS,Corporate,SandRidge Energy Inc,SD
1841,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/14/2016,WO,Corporate,LVMH Moet Hennessy Louis Vuitton SE,MTB
1842,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,2/11/2011,HS,Corporate,LVMH Moet Hennessy Louis Vuitton SE,MTB
1846,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,9/29/2015,WO,Corporate,Carrefour,CRI
1847,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,12/22/2010,HS,Corporate,Carrefour,CRI
1857,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/25/2018,WO,Corporate,Philip Morris International Inc,PM
1858,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,7/15/2010,HS,Corporate,Philip Morris International Inc,PM
1868,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,4/2/2015,WO,Corporate,Select Medical Holdings Corp,SEM
1869,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B,10/12/2012,HS,Corporate,Select Medical Holdings Corp,SEM
1875,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,7/17/2015,WO,Corporate,Cloud Peak Energy Inc,CME
1876,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,5/20/2010,HS,Corporate,Cloud Peak Energy Inc,CME
1877,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,2/14/2017,WO,Corporate,Mead Johnson Nutrition Co,MWV
1878,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,3/15/2010,HS,Corporate,Mead Johnson Nutrition Co,MWV
1881,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,3/8/2016,WO,Corporate,John Deere Capital Corp,JNJ
1882,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,9/12/2011,HS,Corporate,John Deere Capital Corp,JNJ
1883,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,3/8/2016,WO,Corporate,Ford Motor Credit Co LLC,BEN
1884,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,9/12/2011,HS,Corporate,Ford Motor Credit Co LLC,BEN
1885,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/5/2018,WO,Corporate,Norwegian Cruise Line Holdings Ltd,NVS
1886,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,1/15/2016,UP,Corporate,Norwegian Cruise Line Holdings Ltd,NVS
1887,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,9/4/2014,DG,Corporate,Norwegian Cruise Line Holdings Ltd,NVS
1888,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,8/14/2014,HS,Corporate,Norwegian Cruise Line Holdings Ltd,NVS
1889,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,10/2/2014,WO,Corporate,Textron Financial Corp,TXT
1890,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,9/9/2011,HS,Corporate,Textron Financial Corp,TXT
1893,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,3/19/2015,WO,Corporate,CareFusion Corp,CCL
1894,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,10/15/2014,DG,Corporate,CareFusion Corp,CCL
1895,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,10/1/2010,UP,Corporate,CareFusion Corp,CCL
1896,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,5/12/2010,HS,Corporate,CareFusion Corp,CCL
1897,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/5/2018,WO,Corporate,Hyatt Hotels Corp,ITW
1898,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,8/24/2012,DG,Corporate,Hyatt Hotels Corp,ITW
1899,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,8/18/2010,HS,Corporate,Hyatt Hotels Corp,ITW
1909,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,3/23/2015,WO,Corporate,Allison Transmission Holdings Inc,ALSN
1910,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,9/20/2012,HS,Corporate,Allison Transmission Holdings Inc,ALSN
1913,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,7/22/2016,DG,Corporate,The Mosaic Co,RBS$F
1914,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,6/25/2013,HS,Corporate,The Mosaic Co,RBS$F
1919,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,11/17/2016,DG,Corporate,Phillips 66,PSX
1920,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,6/27/2013,HS,Corporate,Phillips 66,PSX
1921,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,12/17/2015,DG,Corporate,The Kraft Heinz Co,KR
1922,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,10/5/2012,HS,Corporate,The Kraft Heinz Co,KR
1923,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/25/2018,WO,Corporate,Zoetis Inc,ZTS
1924,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,2/15/2013,HS,Corporate,Zoetis Inc,ZTS
1925,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,2/17/2016,WO,Corporate,The ADT Corp,ADT
1926,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,2/7/2014,DG,Corporate,The ADT Corp,ADT
1927,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,8/15/2013,DG,Corporate,The ADT Corp,ADT
1928,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,10/5/2012,HS,Corporate,The ADT Corp,ADT
1929,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,6/16/2016,DG,Corporate,AbbVie Inc,ABBV
1930,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,7/22/2014,DG,Corporate,AbbVie Inc,ABBV
1931,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,1/4/2013,HS,Corporate,AbbVie Inc,ABBV
1932,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,5/17/2018,DG,Corporate,Mallinckrodt PLC,MRO
1933,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,3/12/2014,DG,Corporate,Mallinckrodt PLC,MRO
1934,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,7/2/2013,HS,Corporate,Mallinckrodt PLC,MRO
1939,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/14/2018,WO,Corporate,Hewlett Packard Enterprise Co,HIW
1940,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,12/9/2015,HS,Corporate,Hewlett Packard Enterprise Co,HIW
1957,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/14/2018,WO,Corporate,Bank of America Corporation,BOH
1958,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,9/18/2017,UP,Corporate,Bank of America Corporation,BOH
1959,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,8/26/2011,DG,Corporate,Bank of America Corporation,BOH
1960,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,7/19/2010,HS,Corporate,Bank of America Corporation,BOH
1961,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/24/2014,WO,Corporate,Bank of Hawaii Corp,BMO
1962,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,7/19/2010,HS,Corporate,Bank of Hawaii Corp,BMO
1963,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,1/15/2016,WO,Corporate,Bank of Montreal,BK
1964,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,9/25/2014,UP,Corporate,Bank of Montreal,BK
1965,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,10/31/2011,HS,Corporate,Bank of Montreal,BK
1971,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/18/2018,WO,Corporate,Barclays PLC,BCS
1972,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,12/19/2017,NW,Corporate,Barclays PLC,BCS
1973,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,1/15/2016,WO,Corporate,Barclays PLC,BCS
1974,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,4/1/2015,DG,Corporate,Barclays PLC,BCS
1975,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,10/7/2011,HS,Corporate,Barclays PLC,BCS
1976,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,9/21/2017,UP,Corporate,BB&T Corp,BBT
1977,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,7/19/2010,HS,Corporate,BB&T Corp,BBT
1978,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,7/18/2016,UP,Corporate,BlackRock Inc,BLK
1979,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,5/19/2010,HS,Corporate,BlackRock Inc,BLK
1980,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,4/2/2015,WO,Corporate,BOK Financial Corp,BOKF
1981,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,7/19/2010,HS,Corporate,BOK Financial Corp,BOKF
1982,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,1/15/2016,WO,Corporate,Canadian Imperial Bank of Commerce,CNI
1983,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,11/2/2011,HS,Corporate,Canadian Imperial Bank of Commerce,CNI
1984,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,2/27/2018,DG,Corporate,Capital One Financial Corp,CAH
1985,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,7/19/2010,HS,Corporate,Capital One Financial Corp,CAH
1991,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,3/18/2015,HS,Corporate,Charles Schwab Corp,CQH
