,symbol,date,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue
0,WYNN,12/31/2019,1.440496267,1.186102667,1.186102667,0,11.04877859,11.04877859,32.75690313,-32.75690313,0.360668433,0.192024397,0.106739421,0.026888291,0.36221524,0.00886616,0.070557559,0.041066765,0.251905911,1,0.106739421,0.874341454,6.958073945,0.852572031,0.856502941,1.179185083,0.086609209,7.958073945,,11.14268948,33.03532575,0.475270558,0.329740563,8.441332147,-1.519724577,22.03291957,4.606423548,0.197001524,-0.180033738,0.086609209,2.782145018,0.847433398,0.552866769,4.606423548,7.754275937,7.754275937,2.95502328,109.9000033,-83.31772868,15.00000211,15.00000211,20.49381732,2.95502328,0.041914681,14.07665201,7.754275937
1,WYNN,12/31/2018,1.403447175,1.176900561,1.176900561,0,39.75578955,39.75578955,192.0130586,-192.0130586,0.908940613,0.10949408,0.045512872,0.085212708,-1.626689344,0.043312526,0.281413661,0.026974982,1.872277098,1,0.045512872,0.846089467,5.497281138,0.822273809,0.822459334,0.800682992,0.102035317,6.497281138,,1.900912379,9.181052726,0.715716733,0.508287172,9.02560805,-4.829511213,20.79246966,0.99537236,0.14312856,-0.535089845,0.102035317,80.39205686,0.651427669,0.469992712,0.99537236,6.309654785,6.309654785,1.910578076,22.42128106,-24.94662393,13.34868513,13.34868513,4.172591672,1.910578076,0.04439409,15.1487902,6.309654785
2,WYNN,12/31/2017,1.77371483,1.539274928,1.452877029,0,63.64544514,63.64544514,253.5982596,-253.5982596,0.93485553,0.167380813,0.088841787,0.118480399,-0.587191153,0.058917866,0.788293668,0.052111022,1.333611176,1,0.088841787,0.925258989,12.37953528,0.909847284,0.910381647,1.441525328,0.194895616,13.37953528,,1.439284325,5.734895862,0.742034246,0.497279435,18.38501631,9.2200821,29.10960998,0.429293571,0.297568585,0.501499805,0.194895616,29.93423193,2.00601727,1.493811662,0.429293571,18.45653059,18.45653059,2.774013297,23.41326759,18.58877157,9.322265321,9.322265321,4.174860919,2.774013297,0.018335483,14.89216465,18.45653059
3,WYNN,12/31/2016,2.111392282,1.854520331,1.732062605,0,89.044343,89.044343,290.3636797,-290.3636797,0.915985435,0.116799666,0.069542397,0.054177991,0.026168958,0.020242929,1.531981842,0.02947608,0.779064189,1,0.069542397,0.986786444,74.67985236,0.984640243,,1.073374458,,75.67985236,,1.257044271,4.099081286,0.540738079,0.373637487,9.567213761,-2.517590813,25.89145843,1.344010745,0.217304402,-0.263147754,,,0.791673022,0.625690451,1.344010745,65.86420142,65.86420142,2.329263985,42.99280814,-40.73338665,10.71889921,10.71889921,7.619107003,2.329263985,0.031261292,19.01238301,65.86420142
4,WYNN,12/31/2015,2.257109941,1.97752058,1.873665408,0,75.26711714,75.26711714,212.558146,-212.558146,0.91136988,0.161637123,0.070965482,0.047913544,0.026700363,0.018559703,-1.743987712,0.030731438,0.675166899,1,0.070965482,1.010642106,-94.96635976,1.012304322,,0.961253681,,-93.96635976,,1.717177191,4.849395245,0.545087929,0.387358171,5.66227771,-13.32925081,21.70147188,2.555722259,0.140537155,-2.35404399,,,0.298147551,0.236665652,2.555722259,-60.83566044,-60.83566044,1.671371926,34.8830786,-5.052046881,11.8927406,11.8927406,6.16473085,1.671371926,0.073265387,13.92788897,-60.83566044
5,WYNN,12/31/2014,2.118797714,1.84463034,1.661759185,0,78.17593696,78.17593696,328.2819997,-328.2819997,0.937941289,0.233043247,0.176467027,0.134633721,-0.003944259,0.080719985,-25.41971576,0.123728982,0.762939818,1,0.176467027,1.003175487,-315.9122972,1.003933447,,3.043407329,,-314.9122972,,1.11184896,4.668955873,0.927904305,0.599552503,10.88229116,-0.28434413,24.00055486,1.288938342,0.202132043,-0.026129068,,,0.974536275,0.530602533,1.288938342,-518.8557507,-518.8557507,2.748082674,20.41154809,-520.3202192,13.59548259,13.59548259,3.598826606,2.748082674,0.063147505,12.4271342,-518.8557507
6,WYNN,12/31/2013,2.039673412,1.792771588,1.672953706,0,84.30782235,84.30782235,307.7953507,-307.7953507,0.942434321,0.229515333,0.17550867,0.129631791,-0.0178749,0.08698214,-3.9491835,0.142530314,0.738606196,1,0.17550867,1.022025348,-46.40223406,1.028820163,1.028815437,3.299165279,0.254516082,-45.40223406,,1.18585287,4.329372884,1.139121308,0.670993896,16.67636761,11.63572707,25.95424707,1.420411939,0.298285197,0.697737502,0.254516082,1596.801905,3.308382631,1.087477266,1.420411939,-109.8051315,-109.8051315,3.604349062,27.80451491,17.31821301,12.08356668,12.08356668,4.88350703,3.604349062,0.051085658,14.50874536,-109.8051315
7,WYNN,12/31/2012,1.946634941,1.647643535,1.524884278,0,75.50936464,75.50936464,195.1178363,-195.1178363,0.940167441,0.199693304,0.142211411,0.097401695,0.005864955,0.068993268,-1.938086065,0.119279433,0.684907735,1,0.142211411,1.035598661,-29.09094454,1.04690377,1.046894854,2.538442092,0.205041485,-28.09094454,,1.870664451,4.833837521,1.090184879,0.708337445,11.50155201,9.163979746,18.08196562,1.903236023,0.230045143,0.796760275,0.205041485,1129.255238,4.920297944,0.991006939,1.903236023,-49.14676699,-49.14676699,2.469951419,25.35840274,13.47558631,10.73681186,10.73681186,4.56693125,2.469951419,0.075053466,11.76946249,-49.14676699
8,WYNN,12/31/2011,1.092765143,0.876422011,0.799159817,0,92.63317954,92.63317954,220.5991407,-220.5991407,0.946119316,0.191324439,0.152865047,0.116393778,-0.024263655,0.088900841,0.293616343,0.151433669,0.761415252,1,0.152865047,0.697221072,2.302739751,0.573565156,0.60634559,3.503714368,0.471089924,3.302739751,,1.654584868,3.940272824,1.083131018,0.763793761,12.22063222,10.73605076,11.16304549,1.684864462,0.287646078,0.87851844,0.471089924,3.715882961,8.231702019,1.244943918,1.684864462,6.852652097,6.852652097,2.716490706,23.33879657,10.74976289,9.443864926,9.443864926,5.0572489,2.716490706,0.072191574,11.41017291,6.852652097
9,WYNN,12/31/2010,69.19839533,69.47931645,69.03834532,0,116.2218283,116.2218283,225.0043997,-225.0043997,0.934822776,0.149413888,-0.057142714,0.038264888,-0.08550758,0.064001723,0.071550814,-0.095944742,-0.669637219,1,-0.057142714,0.105506697,0.117951355,0.593307555,0.593505159,-1.072968595,0.32358152,1.117951355,,1.622190502,3.140546018,328.3146085,1.672596653,8.610944155,6.299396516,5.430485312,7.444953069,0.252661482,0.731557005,0.32358152,395.2568224,3.725185676,0.716352545,7.444953069,6.282692614,6.282692614,3.359941236,87.80742392,18.17793176,13.29819331,13.29819331,18.83480978,3.359941236,0.084787285,15.79422431,6.282692614
10,WYNN,12/31/2009,3.146366036,2.750790052,2.745136683,0,56.80554808,56.80554808,71.93316733,-71.93316733,0.774247926,0.077148067,0.013825141,0.012840445,-0.071225004,0.005158031,0.012888149,0.006141317,0.928774996,1,0.013825141,0.583162848,1.457123761,0.0008808,,0.19919105,,2.498656709,,5.074154434,6.425428718,0.601654584,0.401701898,4.956241656,3.442840454,16.6549733,0,0.19502031,0.694647415,,,3.274902683,,,2.44392655,2.44392655,2.43488062,189.6258777,17.97353111,12.48526692,12.48526692,39.69876699,2.43488062,,8.406599743,2.44392655
11,WYNN,12/31/2008,1.94962661,1.573140824,1.56665262,0,77.99447346,77.99447346,149.7000686,-149.7000686,0.81053411,0.105061922,0.049972149,0.070365986,0.408104071,0.031175738,0.131995665,0.02480262,1.408104071,1,0.049972149,0.763812408,3.233922671,0.001683167,,0.864441523,,4.233922671,,2.438208636,4.679818759,0.585121888,0.443051249,4.826055273,5.597981699,10.50291491,0,0.175134334,1.159949769,,,-6.251962764,,,2.04764056,2.04764056,1.091583183,15.51293798,5.373365191,6.232833712,6.232833712,2.937872893,1.091583183,,3.692884089,2.04764056
12,WYNN,12/31/2007,2.703412437,3.086624184,2.179010668,0,47.21316437,47.21316437,117.7046973,-117.7046973,0.789171723,0.159776731,0.121760255,0.096054391,-0.211118683,0.040980543,0.132508692,0.057267646,0.788881317,1,0.121760255,0.690733166,2.233453738,0.00167723,,2.275975991,,3.233453738,,3.100980746,7.730894653,0.682115057,0.426638941,6.216844289,6.216844289,17.03517872,0,0.245271568,1,,,,,,5.97213672,5.97213672,4.329149636,45.06977354,17.65043403,17.65043403,17.65043403,8.348178971,4.329149636,,15.95935616,5.97213672
13,WYNN,12/31/2006,2.144040056,1.659218489,1.54456482,0,46.59962632,46.59962632,83.69804869,-83.69804869,0.64798636,0.049501591,0.558020662,0.438977083,-0.213331849,0.13491496,0.382069598,0.192627401,0.786668151,1,0.558020662,0.646883811,1.831929071,0.003702246,,5.399575724,,2.831929071,,4.360914092,7.832680835,0.453587225,0.307339416,-0.028720574,-0.028720574,8.480219604,0,-0.002005227,1,,,,,,6.580506884,6.580506884,7.560642692,17.22331981,-3770.467765,-3770.467765,-3770.467765,3.008747855,7.560642692,,141.5296489,6.580506884
14,WYNN,12/31/2005,2.537417664,1.974060249,1.609795425,0,,,,,1,-308.5925926,-221.6814815,-221.6814815,0,-0.007585514,-0.019148439,-0.008142285,1,1,-221.6814815,0.603857315,1.524342966,0.009813201,,,,2.524342966,,0,0,5.07E-05,3.42E-05,0.485932439,0.485932439,5.338590606,0,359.0740741,1,,,,,,4.130956605,4.130956605,47824.08462,-215.7333319,133.1872393,133.1872393,133.1872393,-37.59558013,47824.08462,,97.87710628,4.130956605
15,WYNN,12/31/2004,2.655022271,2.621677758,1.943249016,0,4063.308824,4063.308824,464408.8235,-464408.8235,0.651282051,3.338461538,0,0,,0,0,0,,,0,0.525349199,1.106811994,0.000436472,,0,,2.106811994,,0.000785945,0.089828269,9.81E-05,5.63E-05,-1322.512618,-1322.512618,5134.504137,,-588.5384615,1,,,,,,0.003317985,0.003317985,27.97811723,,-0.047538299,-0.047538299,-0.047538299,,27.97811723,,-42.47539543,0.003317985
16,WYNN,12/31/2003,5.652846465,5.61796111,4.79869619,0,349.5774648,349.5774648,85259.20188,-85259.20188,0.790766208,0.639489194,0,0,,0,0,0,,,0,0.421418282,0.729130628,4.09E-05,,0,,1.730182718,,0.004281063,1.044117647,0.001133864,0.000587311,-274.1316144,-274.1316144,5034.23183,,-21.38899804,1,,,,,,0.002341289,0.002341289,2.304065196,,-0.107721979,-0.107721979,-0.107721979,,2.304065196,,-53.04433244,0.002341289
17,WYNN,12/31/2002,43.81788689,41.45525857,5.309122603,0,437.1751412,437.1751412,21050.39548,-21050.39548,0.84728214,0.603968939,0,0,,0,0,0,,,0,0.288005657,0.406211899,3.83E-05,,0,,1.410430279,,0.017339342,0.83490566,0.002756269,0.000828685,-221.556117,-221.556117,18330.27877,,-8.92838654,1,,,,,,0.000648581,0.000648581,0.554910802,,-0.062151297,-0.062151297,-0.062151297,,0.554910802,,-11.31024065,0.000648581
0,MAT,12/31/2019,1.760483731,1.226704059,0.493401634,75.87204975,71.66159493,147.5336447,66.43388401,9.438165734,0.439726447,0.008711151,-0.035139417,-0.047398964,-0.348883049,-0.040094449,-0.434219892,-0.039099686,1.348883049,1,-0.035139417,1,10.82992553,0.852712549,0.863765398,,0.058050028,10.82992553,4.810730713,5.494184262,5.093383706,8.188059745,0.845892925,0.522862995,0.332635131,1.820222057,0,0.040176301,0.636180288,0.058050028,0.66817425,2.748614128,,,10.27722253,10.27722253,1.121850272,-23.66824441,43.89193635,27.92318471,27.92318471,15.36139845,1.121850272,,30.95076545,10.27722253
1,MAT,12/31/2018,1.86281279,1.245848908,0.471799084,78.4264,72.95479372,151.3811937,72.29309417,6.133305829,0.398396167,-0.051906725,-0.092385505,-0.118122136,-0.278588262,-0.101809105,-0.811961882,-0.104847299,1.278578672,1,-0.092385505,0.874613443,6.975336593,0.812798024,0.813020575,-2.293211132,-0.009565114,7.975336593,4.654045066,5.048891657,5.003098239,6.865639185,0.861896921,-0.079176956,-0.295581023,1.738269973,0,-0.006050531,3.733169821,-0.009565114,-6.541427203,-0.365875546,,,6.455813204,6.455813204,0.939175177,-7.950882113,-41.57912394,-155.2219307,-155.2219307,5.14373689,0.939175177,,172.9935205,6.455813204
2,MAT,12/31/2017,1.916234913,1.365203784,0.664625573,84.38074245,71.62633832,156.0070808,68.22354352,16.15719893,0.372971585,-0.07022254,-0.103439588,-0.215863699,-1.086857681,-0.1689245,-0.838070547,-0.109430082,2.086857681,1,-0.103439588,0.79843642,3.961213721,0.695573787,0.712947436,-4.799617922,-0.008841802,4.961213721,4.325631529,5.350059249,5.095890821,6.216788809,0.782551679,-0.080375127,-0.570004424,3.167421499,-0.296035626,-0.005656345,7.09180126,-0.008841802,-0.110456,-0.16415506,-0.057506164,-0.296035626,4.368815075,4.368815075,1.125285436,-5.212944291,-28.05241384,-198.9421438,-198.9421438,3.358303677,1.125285436,0.056788565,-110.7541783,4.368815075
3,MAT,12/31/2016,1.952787411,1.328189998,0.577541574,74.59782192,77.19375493,151.7915769,83.61514427,-9.017322348,0.468124399,0.095156002,0.075090394,0.058281546,0.223848178,0.04897322,0.132080894,0.08214191,0.776151822,1,0.075090394,0.629217989,1.697002469,0.469891258,0.491409041,4.307723039,0.255544633,2.697002469,4.892904251,4.365237938,4.728361774,7.05025421,0.840286895,1.74097751,1.383507087,2.590107766,1.630481539,0.10895128,0.794672579,0.255544633,3.093694059,4.870270093,0.928053163,1.630481539,3.73279375,3.73279375,1.647119313,28.26142091,19.0241165,15.11794371,15.11794371,-18.09624622,1.647119313,0.057692837,13.36364178,3.73279375
4,MAT,12/31/2015,1.942706244,1.238422263,0.542555415,73.2929159,74.04222522,147.3351411,82.12797734,-8.83506144,0.492117912,0.094855113,0.081351303,0.064780128,0.203698953,0.056376245,0.140288783,0.094539217,0.796301047,1,0.081351303,0.598141465,1.48843788,0.406022303,0.443669408,5.440541808,0.349789048,2.48843788,4.980017448,4.444283323,4.929619537,7.694307607,0.870270663,2.165735969,1.836056632,2.632334037,1.394289906,0.1288106,0.847774917,0.349789048,2.448523333,6.569219625,1.171745965,1.394289906,3.553685091,3.553685091,1.640959237,25.33121327,15.02676961,12.73931836,12.73931836,-16.11035885,1.640959237,0.055042366,13.10219456,3.553685091
5,MAT,12/31/2014,2.925711856,1.896167773,0.892282375,66.23882623,67.8666662,134.1054924,51.95338456,14.28544167,0.498192592,0.108521521,0.006499033,0.082816897,2.248741986,0.074214607,0.169163103,0.006949818,12.7429564,1,0.006499033,0.561283722,1.279377472,0.415918097,,0.493862825,,2.279377472,5.510363344,7.025528809,5.378192571,8.163805499,0.896128798,2.621009038,2.28703955,2.866088916,1.031949951,0.147508416,0.872579803,,,7.84804939,1.414834229,1.031949951,3.092340062,3.092340062,1.513911756,18.28022787,11.7619304,10.26322291,10.26322291,-11.62066633,1.513911756,0.056451701,11.35606168,3.092340062
6,MAT,12/31/2013,3.224999045,2.195181586,0.992148476,70.92459288,69.07088269,139.9954756,45.5736227,25.35097018,0.536459667,0.180126824,0.03567862,0.139392298,0.843593866,0.140372127,0.278003259,0.042908757,3.906885881,1,0.03567862,0.495070211,0.980473367,0.329790898,0.330381353,2.947226291,0.435352227,1.980473367,5.146310823,8.009018778,5.284426459,9.835533789,1.00702929,2.033891099,1.672865571,3.026307973,0.546904454,0.107700483,0.822495153,0.435352227,163.2599345,5.633648991,1.129508608,0.546904454,4.542244486,4.542244486,2.277505306,16.33881738,25.7103743,21.14665826,21.14665826,-10.5206495,2.277505306,0.033472707,11.23816995,4.542244486
7,MAT,12/31/2012,2.072715692,1.493313567,0.77838092,69.74028097,56.36242215,126.1027031,46.70538974,23.03489123,0.530954709,0.159014783,0.147183073,0.120927954,0.178384098,0.11896577,0.253163632,0.196443482,0.821615902,1,0.147183073,0.530083494,1.128037615,0.263976094,0.328440015,10.63820566,0.850433333,2.128037615,5.23370418,7.814943886,6.475945959,10.82390474,0.983773941,3.733627969,3.407349304,3.909417119,0.545264172,0.198672114,0.912610826,0.850433333,3.189125,11.443065,2.385034477,0.545264172,4.134009212,4.134009212,1.974680445,16.32939602,10.89116398,9.939394152,9.939394152,-10.46164176,1.974680445,0.03339157,10.74500911,4.134009212
8,MAT,12/31/2011,3.314673394,2.517787566,1.317813169,72.62018322,56.96890371,129.5890869,39.18793793,33.43224529,0.502043955,0.166149833,0.154910193,0.122646579,0.208273023,0.135500185,0.294379498,0.209525958,0.791726977,1,0.154910193,0.539709163,1.172539448,0.364909966,0.372542153,12.88526788,0.428834194,2.172539448,5.02615091,9.31409049,6.407004107,11.95943246,1.104801999,1.928496616,1.665270158,3.97225454,0.411840866,0.106078691,0.863506912,0.428834194,13.29386,7.326378326,1.632233952,0.411840866,3.898745068,3.898745068,1.624324205,13.24394225,17.73285846,15.31244585,15.31244585,-8.559506639,1.624324205,0.031096546,8.615245497,3.898745068
9,MAT,12/31/2010,2.389582324,1.797571915,0.94878181,71.4335315,58.35502075,129.7885522,51.11244503,20.32108647,0.504589243,0.154008191,0.144603279,0.116946755,0.191257934,0.126411361,0.26054446,0.208195501,0.808742066,1,0.144603279,0.514818467,1.061084219,0.265468129,0.313431807,13.0604266,0.439975,2.061084219,5.109645181,7.141117976,6.254817415,12.0819777,1.080930899,1.464082193,1.310874478,3.552605965,0.425276296,0.090155809,0.895355797,0.439975,2.11188,9.556191062,1.523700957,0.425276296,3.225332974,3.225332974,1.44770771,12.3792038,17.93459281,16.05784164,16.05784164,-8.370776201,1.44770771,0.034354091,7.864434772,3.225332974
10,MAT,12/31/2009,2.408032434,1.759240023,1.052902607,50.36181748,47.79450428,98.15632176,47.12420968,3.237607797,0.499866319,0.134632431,0.121536681,0.097352052,0.198990375,0.11059469,0.208892255,0.177447206,0.801009625,1,0.121536681,1,1.888809078,0.019372419,0.020112748,-9.187352978,18.19135707,1.888809078,7.247554165,7.745487987,7.636861298,10.75824076,1.136028348,2.624494217,2.503708847,3.102037019,0.513241814,0.174013588,0.953977658,18.19135707,484.6364103,21.72857701,3.001597606,0.513241814,2.805573711,2.805573711,1.307508296,13.43072154,7.876315182,7.513828712,7.513828712,-9.068461342,1.307508296,0.038214016,6.833790404,2.805573711
11,MAT,12/31/2008,1.894364487,1.183545057,0.490243449,53.87676956,54.84996425,108.7267338,47.60447502,6.27229454,0.453600049,0.091549817,0.08245418,0.064149353,0.221999984,0.081204884,0.179315915,0.142885714,0.778000016,1,0.08245418,1,2.208191258,0.0661628,,-5.954847213,,2.208191258,6.774719475,7.667346397,6.654516644,11.03771248,1.265872221,1.209506676,0.891298021,1.712216256,0.708188897,0.073730627,0.736910377,,,3.800986097,1.137333507,0.708188897,2.417957206,2.417957206,0.865011845,13.48434245,15.92060082,11.73205595,11.73205595,-9.121657698,0.865011845,0.05251935,6.627504602,2.417957206
12,MAT,12/31/2007,1.651100432,1.204985389,0.573822822,60.5998469,49.01016039,109.6100073,50.43173056,10.16811635,0.465202367,0.122289279,0.117820334,0.100499825,0.147007811,0.124856647,0.260104078,0.217431946,0.852992189,1,0.117820334,1,2.083221704,0.021215729,0.147465116,-9.910643334,1.404831543,2.083221704,6.023117527,7.237506942,7.447435329,11.51158082,1.242356863,1.458010144,1.254191702,2.343992717,0.453910296,0.093890042,0.860207803,1.404831543,1.606095077,7.153475076,1.598318796,0.453910296,3.156609192,3.156609192,1.219660508,12.13594659,15.10135968,12.99030742,12.99030742,-8.748684443,1.219660508,0.037402134,7.609812004,3.156609192
13,MAT,12/31/2006,1.801012309,1.358191366,0.761792584,60.97030684,46.02787257,106.9981794,45.15488439,15.81542245,0.462251485,0.128990775,0.12101542,0.104939934,0.132838322,0.119641017,0.243704618,0.202692624,0.867161678,1,0.12101542,1,2.036965459,0.025742614,,-8.562683932,,2.036965459,5.986520635,8.083289437,7.929977633,10.52662604,1.140090446,2.287537116,2.258852348,3.148304742,0.420864626,0.15503041,0.987460414,,,79.74745084,3.362221045,0.420864626,3.807216596,3.807216596,1.639398804,15.62225871,10.70897796,10.57469181,10.57469181,-11.21714259,1.639398804,0.026940062,9.072925523,3.807216596
14,MAT,12/31/2005,1.648800391,1.201746191,0.6818919,53.60761484,49.02357431,102.6311892,34.59070584,19.01690901,0.45816966,0.128311826,0.125902102,0.080520894,0.360448371,0.095377207,0.198416735,0.224138986,0.639551629,1,0.125902102,1,2.080337036,0.045418768,0.093973989,-8.524630671,2.140779104,2.080337036,6.808734189,10.55196739,7.445397549,9.466236767,1.184502573,1.145495113,0.992228806,2.44901596,0.480707114,0.090109202,0.86620082,2.140779104,3.955090937,7.47388735,1.77507845,0.480707114,3.062687601,3.062687601,1.24289085,15.43563147,15.92374652,13.79316229,13.79316229,-11.79170996,1.24289085,0.031142692,6.77266231,3.062687601
15,MAT,12/31/2004,1.526860977,1.109252066,0.669786026,54.29329096,56.75987468,111.0531656,47.34032215,6.952968804,0.472433098,0.143219214,0.136445855,0.112237315,0.17742232,0.120408696,0.240053701,0.229838304,0.82257768,1,0.136445855,0.135290672,0.269723264,0.073450198,0.083767388,-8.953423178,2.61488596,1.993657505,6.722745915,7.710129196,6.430599117,8.700016709,1.072804495,1.360506637,1.232339857,2.759395089,0.32627291,0.111776586,0.905794815,2.61488596,19.67139162,10.61512693,2.370662854,0.32627291,3.224462887,3.224462887,1.507600407,13.43225652,14.89037289,13.48762255,13.48762255,-10.55931487,1.507600407,0.024290253,7.442324962,3.224462887
16,MAT,12/31/2003,1.631655613,1.941241877,0.785340924,40.02320921,56.05754249,96.0807517,41.78158923,-1.758380023,0.489805246,0.158406081,0.149362714,0.108391363,0.274307758,0.119183764,0.242589525,0.243445395,0.725692242,1,0.149362714,0.183327902,0.37315006,0.023043472,0.031407924,-9.194360674,8.415924524,2.035424265,9.119708469,8.735905137,6.51116663,7.924836993,1.099568827,1.383922933,1.152507894,5.27518649,0.318686388,0.121933429,0.832783291,8.415924524,30.87299643,5.980263613,2.219709398,0.318686388,3.728891749,3.728891749,1.666105159,15.37119851,16.40769672,13.66405567,13.66405567,-12.59616308,1.666105159,0.020732696,7.451747468,3.728891749
17,MAT,12/31/2002,1.448952026,1.834654433,0.768482605,36.67049581,48.95853908,85.62903489,42.84347514,-6.17297933,0.483279976,0.150151474,0.127216734,0.047100304,0.267829129,0.051596097,0.116288272,0.221102022,0.370236703,1,0.127216734,0.18660485,0.420573585,0.084356506,0.094906818,-5.456658209,5.571891944,2.253819151,9.953505998,8.519383612,7.455287818,8.147610756,1.095451468,2.652846555,2.454684596,5.814901673,0.095036527,0.236643509,0.925302141,5.571891944,45.89456133,13.3872645,10.68222684,0.095036527,4.272640991,4.272640991,1.730550177,36.74180469,7.90325569,7.312899409,7.312899409,-30.02389103,1.730550177,0.002586605,8.091561648,4.272640991
0,VRTX,12/31/2019,3.613074204,3.327631221,2.32938201,55.54744487,111.6154032,167.162848,58.37915649,-2.831711619,0.868416634,0.287681358,0.335089835,0.282695316,0.156359617,0.14146961,0.19338748,0.199741023,0.843640383,1,0.335089835,0.268465516,0.366989557,0.081308973,0.099032961,23.84395405,2.34620209,1.366989557,6.57095931,6.25223148,3.270157968,5.58707924,0.50043139,6.112812003,5.818917298,14.83396435,0,0.376987144,0.951921521,2.34620209,12.0435133,20.79932672,,,9.716459304,9.716459304,14.20359551,50.24347659,39.57952798,37.67660446,37.67660446,6.151429187,14.20359551,,43.45441203,9.716459304
1,VRTX,12/31/2018,3.430452953,3.193747701,2.365574332,49.06689434,110.8353539,159.9022482,98.916721,-49.84982665,0.865619043,0.208410101,0.196955503,0.688048978,-2.477108361,0.335723702,0.472784673,0.117106348,3.493423475,1,0.196955503,0.289901468,0.40825527,0.004412708,0.00660182,,43.09706531,1.40825527,7.438824178,3.6899727,3.293173046,3.753175165,0.487935762,4.99538326,4.619736366,12.45907067,0,0.416815609,0.924801187,43.09706531,129.396557,13.29808216,,,10.7244964,10.7244964,15.60748308,22.68368035,40.48932345,37.44457437,37.44457437,2.7508653,15.60748308,,63.519736,10.7244964
2,VRTX,12/31/2017,3.28142482,2.935868246,2.063042886,41.26338074,149.6945081,190.9578889,99.04762079,-57.78424006,0.890432652,0.04952199,-0.006304216,0.105874184,6.840716426,0.074304275,0.129885994,-0.005728517,-16.79418701,1,-0.006304216,0.427926962,0.748028546,0.010002562,0.020769876,-0.261048253,19.63748344,1.748028546,8.845615494,3.685096089,2.438299204,3.152439017,0.701816744,3.395277628,2.995768671,8.393003239,0,0.33951794,0.882333935,19.63748344,37.50130931,8.498627051,,,20.43046454,20.43046454,16.65351818,157.2953626,55.59174231,49.05048077,49.05048077,18.66769232,16.65351818,,215.6760524,20.43046454
3,VRTX,12/31/2016,2.310983588,2.063802699,1.493867163,43.11848592,136.9630242,180.0815101,108.4546518,-65.33616592,0.878502059,0.005837231,-0.039576378,-0.065828642,-0.247379984,-0.038681477,-0.09688202,-0.032014257,1.663331651,1,-0.039576378,0.600736264,1.504610136,0.029353166,0.044923798,-1.119036545,4.339969119,2.504610136,8.465046772,3.365461913,2.664952837,2.437384909,0.587608616,0.964926334,0.733759732,5.862872673,0,0.138706492,0.760430829,4.339969119,12.15396891,4.174159786,,,17.85132425,17.85132425,12.12947907,-184.2583827,114.9967712,87.44709004,87.44709004,-21.50095302,12.12947907,,273.5999285,17.85132425
4,VRTX,12/31/2015,2.779018029,2.409604838,1.411611359,62.80729821,178.2362507,241.0435489,233.4920743,-170.6847761,0.886518537,-0.452254886,-0.540327955,-0.538907875,-0.054465758,-0.222633785,-0.591865459,-0.279946159,0.997371818,1,-0.540327955,0.62384393,1.658470989,0.043670197,0.058559646,-9.265780731,-6.250119724,2.658470989,5.811426545,1.563222225,2.047843795,1.479595537,0.413120304,-1.51435486,-2.033607943,4.319975799,0,-0.353985524,1.342887322,-6.250119724,-23.50800901,-2.916409954,,,23.29769449,23.29769449,21.21311666,-39.36315954,-44.62512074,-59.9265089,-59.9265089,-4.529935083,21.21311666,,-52.51143038,23.29769449
5,VRTX,12/31/2014,4.199576922,3.972991468,1.697901448,47.77075024,283.4366268,331.207377,654.1424795,-606.3717293,0.931557592,-1.19296021,-1.266119931,-1.272460222,-0.009468277,-0.316341133,-0.687024072,-0.373711176,1.005007654,1,-1.266119931,0.539548692,1.171782297,0.035262528,0.050436134,-12.20722591,-8.987880698,2.171782297,7.640658733,0.557982414,1.28776582,0.810848379,0.248605911,-2.180976342,-2.441066352,5.894877755,0,-0.884193207,1.119253935,-8.987880698,-28.82168932,-8.385467558,,,24.10843566,24.10843566,44.65203859,-35.09110761,-45.11962566,-50.50031855,-50.50031855,-3.93781249,44.65203859,,-40.28983793,24.10843566
